file,section,line_start,line_end,sentence,type,is_performance_claim,has_conditions_attached,responsibility_owner,human_judgment_point_explicit,before_after_structure_present,novice_misunderstanding_risk,risk_reasons,rewrite_suggestion
part0/ch00-why-now.md,0.2 왜 지금 배워야 하는가,8,8,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,1. 생성형 AI의 폭발적 확산,10,10,## 1.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,1. 생성형 AI의 폭발적 확산,10,10,생성형 AI의 폭발적 확산,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,12,12,### 사용자 증가 추이,Fact,No,No,User,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,14,14,생성형 AI는 역사상 가장 빠르게 확산된 기술 중 하나입니다.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,16,16,| 지표 | 수치 | 출처 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,17,17,|------|------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,18,18,| ChatGPT 출시 2개월 만에 | 월간 1억 사용자 돌파 | OpenAI (2023) |,Fact,No,No,User,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,19,19,| 전 세계 생성형 AI 경험률 | 79% | McKinsey (2024)[^1] |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,20,20,| 업무에 정기적 활용 비율 | 22% | McKinsey (2024)[^1] |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,21,21,| 대학생 학업 활용률 | 90% | EDUCAUSE (2025)[^2] |,Guidance,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,23,23,"<div class=""key-concept"">",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,25,25,**핵심 통찰**: 생성형 AI는 이미 대중화되었습니다.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,25,25,"문제는 **""사용 여부""**가 아니라 **""얼마나 잘 사용하는가""**입니다.",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,27,27,</div>,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,사용자 증가 추이,29,29,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,2. 숙련도 격차 (Proficiency Gap),31,31,## 2.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,2. 숙련도 격차 (Proficiency Gap),31,31,숙련도 격차 (Proficiency Gap),Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,양적 확산 vs 질적 활용,33,33,### 양적 확산 vs 질적 활용,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,양적 확산 vs 질적 활용,35,35,**생성형 AI 사용자 분포**,Fact,No,No,User,No,Yes,Low,,
part0/ch00-why-now.md,양적 확산 vs 질적 활용,37,37,| 사용자 유형 | 비율 | 특징 |,Fact,No,No,User,No,Yes,Low,,
part0/ch00-why-now.md,양적 확산 vs 질적 활용,38,38,|-------------|------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,양적 확산 vs 질적 활용,39,39,"| 단순 활용층 | 95% | 기본 질문, 텍스트 생성, 호기심 위주 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,양적 확산 vs 질적 활용,40,40,"| 숙련 활용층 | 5% | 체계적 프롬프팅, 결과 검증, 워크플로우 통합 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,42,42,### 숙련도 격차의 실태,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,44,44,| 구분 | 단순 활용층 (95%) | 숙련 활용층 (5%) |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,45,45,|------|------------------|-----------------|,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,46,46,"| **프롬프트** | ""~해줘"" 수준 | 구조화된 5요소 프롬프트 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,47,47,| **결과 검증** | 그대로 신뢰 | 팩트체킹 + 교차검증 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,48,48,"| **활용 범위** | 단순 질문, 글쓰기 | 데이터 분석, 워크플로우 자동화 |",Fact,Yes,No,Unclear,No,Yes,High,Performance claim lacks conditions,"| **활용 범위** | 단순 질문, 글쓰기 | 데이터 분석, 워크플로우 자동화 | (단, 입력 데이터가 정리되어 있고 결과를 사람이 검토·승인하는 절차가 있을 때)"
part0/ch00-why-now.md,숙련도 격차의 실태,49,49,"| **윤리 인식** | 낮음 | 표절, 편향, 프라이버시 고려 |",Caution,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,50,50,| **생산성 향상** | 미미 | 유의미한 효율 증가 |,Fact,Yes,No,Unclear,No,Yes,High,Performance claim lacks conditions,"| **생산성 향상** | 미미 | 유의미한 효율 증가 | (단, 입력 데이터가 정리되어 있고 결과를 사람이 검토·승인하는 절차가 있을 때)"
part0/ch00-why-now.md,숙련도 격차의 실태,52,52,"!!! warning ""왜 이런 격차가 발생하는가?""",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,54,54,1. **교육 부재**: 체계적인 AI 활용 교육이 거의 없음,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,55,55,"2. **도구 중심 접근**: ""어떻게""만 배우고 ""왜""를 배우지 않음",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,56,56,3. **검증 습관 부재**: AI 결과물을 무비판적으로 수용,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,57,57,4. **윤리 인식 부족**: 잠재적 위험에 대한 이해 부족,Caution,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,숙련도 격차의 실태,59,59,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3. 인구통계학적 격차,61,61,## 3.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3. 인구통계학적 격차,61,61,인구통계학적 격차,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,성별 격차,63,63,### 성별 격차,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,성별 격차,65,65,| 지표 | 남성 | 여성 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,성별 격차,66,66,|------|------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,성별 격차,67,67,| 업무에 매일 AI 활용 | 36% | 25% |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,성별 격차,68,68,| 사용 능력 자신감 | 47% | 39% |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,전공/직무 격차,70,70,### 전공/직무 격차,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,전공/직무 격차,72,72,| 분야 | AI 활용 수준 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,전공/직무 격차,73,73,|------|-------------|,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,전공/직무 격차,74,74,"| STEM (과학, 기술, 공학, 수학) | 높음 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,전공/직무 격차,75,75,| 인문/사회 계열 | 상대적으로 낮음 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,전공/직무 격차,76,76,| 비즈니스/마케팅 | 증가 추세 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,시사점,78,78,### 시사점,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,시사점,80,80,"<div class=""case-study"">",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,시사점,82,82,이러한 격차는 새로운 형태의 **디지털 불평등**을 야기합니다.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,시사점,82,82,"AI 활용 능력이 직업 경쟁력과 직결되는 시대에, 숙련도 격차는 곧 **기회의 격차**로 이어집니다.",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,시사점,84,84,</div>,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,시사점,86,86,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,4. 직업 시장의 변화,88,88,## 4.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,4. 직업 시장의 변화,88,88,직업 시장의 변화,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,World Economic Forum 2025 보고서 주요 내용[^3],90,90,### World Economic Forum 2025 보고서 주요 내용[^3],Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,World Economic Forum 2025 보고서 주요 내용[^3],92,92,| 전망 | 내용 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,World Economic Forum 2025 보고서 주요 내용[^3],93,93,|------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,World Economic Forum 2025 보고서 주요 내용[^3],94,94,"| AI로 대체될 직무 | 반복적, 규칙 기반 업무 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,World Economic Forum 2025 보고서 주요 내용[^3],95,95,"| AI로 증강될 직무 | 창의적, 분석적, 대인 관계 업무 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,World Economic Forum 2025 보고서 주요 내용[^3],96,96,"| 새로 생길 직무 | AI 협업, 프롬프트 엔지니어, AI 윤리 전문가 |",Caution,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,World Economic Forum 2025 보고서 주요 내용[^3],97,97,"| 핵심 역량 | AI 리터러시, 비판적 사고, 창의성 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,기업의 요구,99,99,### 기업의 요구,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,기업의 요구,101,101,| 영역 | AI 활용 수요 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,기업의 요구,102,102,|------|-------------|,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,기업의 요구,103,103,"| 마케팅/영업 | 콘텐츠 생성, 고객 분석 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,기업의 요구,104,104,"| 제품 개발 | 아이디어 발상, 프로토타이핑 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,기업의 요구,105,105,"| 고객 지원 | 챗봇, 자동 응답 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,기업의 요구,106,106,"| 데이터 분석 | 인사이트 도출, 리포팅 |",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,기업의 요구,108,108,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,"5. 왜 ""지금"" 배워야 하는가",110,110,## 5.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,"5. 왜 ""지금"" 배워야 하는가",110,110,"왜 ""지금"" 배워야 하는가",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,112,112,### 3가지 시급성,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,114,114,"=== ""1.",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,114,114,"경쟁력 확보""",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,116,116,AI 활용 능력은 이미 채용과 평가의 기준이 되고 있습니다.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,118,118,- 기업의 79%가 3년 내 AI가 조직을 혁신할 것으로 전망,Fact,No,No,Unclear,No,Yes,High,Responsibility blurred toward AI,- 기업의 79%가 3년 내 AI가 조직을 혁신할 것으로 전망 결과의 최종 책임은 사용자/조직에 있다.
part0/ch00-why-now.md,3가지 시급성,119,119,- AI 활용 역량이 직무 성과와 직결,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,120,120,- 조기 학습자의 선점 효과 존재,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,122,122,"=== ""2.",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,122,122,"위험 관리""",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,124,124,무지한 상태의 AI 사용은 오히려 해가 됩니다.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,126,126,- 환각(Hallucination)으로 인한 오류 위험,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,127,127,"- 표절, 저작권 침해 가능성",Caution,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,128,128,- 개인정보 유출 위험,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,130,130,"=== ""3.",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,130,130,"지속적 변화""",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,132,132,기술은 계속 발전하므로 기초 역량을 먼저 갖춰야 합니다.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,134,134,- 새로운 도구가 계속 등장,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,135,135,- 원리를 이해하면 적응이 빠름,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,136,136,- 평생 학습의 기반 마련,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,3가지 시급성,138,138,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,140,140,## 6.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,140,140,이 책이 제공하는 해결책,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,142,142,"<div class=""key-concept"">",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,144,144,**단순 사용자 → 숙련 활용자로의 전환**,Fact,No,No,User,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,146,146,| Before | After |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,147,147,|--------|-------|,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,148,148,| 도구 조작법만 앎 | 작동 원리를 이해함 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,149,149,| 모호한 프롬프트 | 구조화된 프롬프트 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,150,150,| 결과를 그대로 신뢰 | 비판적 검증 수행 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,151,151,| 윤리적 고려 없음 | 책임 있는 사용 |,Caution,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,152,152,| 단편적 활용 | 체계적 워크플로우 |,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,154,154,</div>,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,6. 이 책이 제공하는 해결책,156,156,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,158,158,## 핵심 정리,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,160,160,"<div class=""key-concept"">",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,162,162,**이 챕터의 핵심 포인트**,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,164,164,1.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,164,164,생성형 AI는 이미 대중화됨 (대학생 90% 사용),Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,165,165,"2. **숙련도 격차**: 95%는 단순 활용, 5%만 효과적 활용",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,166,166,3.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,166,166,"격차의 원인: 교육 부재, 도구 중심 접근, 검증 습관 부재",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,167,167,4. **인구통계학적 격차**가 새로운 디지털 불평등 야기,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,168,168,5.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,168,168,AI 리터러시는 이제 **필수 역량**,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,169,169,6.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,169,169,"""지금"" 배워야 하는 이유: 경쟁력, 위험관리, 지속적 변화 대응",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,171,171,</div>,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,핵심 정리,173,173,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,175,175,## 생각해볼 질문,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,177,177,"!!! question ""토론 질문""",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,179,179,1.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,179,179,"자신은 현재 ""단순 활용층""과 ""숙련 활용층"" 중 어디에 해당하는가?",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,180,180,2.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,180,180,숙련도 격차가 사회적으로 어떤 문제를 야기할 수 있는가?,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,181,181,3.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,181,181,AI 리터러시 교육이 누구에게 가장 시급하다고 생각하는가?,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,182,182,4.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,182,182,5년 후 AI를 잘 활용하는 사람과 그렇지 못한 사람의 차이는 어떨 것인가?,Fact,No,No,User,No,Yes,Low,,
part0/ch00-why-now.md,생각해볼 질문,184,184,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,186,186,## 참고 자료,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,188,188,[^1]: McKinsey & Company.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,188,188,(2024). *The State of AI in 2024*.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,189,189,[^2]: EDUCAUSE.,Guidance,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,189,189,(2025). *Students and AI: 2025 Study Results*.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,190,190,[^3]: World Economic Forum.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,190,190,(2025). *Future of Jobs Report 2025*.,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,191,191,---,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,193,193,"<div class=""nav-buttons"">",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,194,194,"<a href=""ch00-how-to-use/"" class=""nav-button nav-prev"">&larr; 이전: 0.1 이 책의 구성과 학습 로드맵</a>",Guidance,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,195,195,"<a href=""../part1/ch01-what-is-genai/"" class=""nav-button nav-next"">다음: Chapter 1: 생성형 AI란 &rarr;</a>",Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-why-now.md,참고 자료,196,196,</div>,Fact,No,No,Unclear,No,Yes,Low,,
part0/ch00-how-to-use.md,0.1 이 책의 구성과 학습 로드맵,1,1,# 0.1 이 책의 구성과 학습 로드맵,Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,0.1 이 책의 구성과 학습 로드맵,3,3,"!!! abstract ""학습 목표""",Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,0.1 이 책의 구성과 학습 로드맵,4,4,- 책의 전체 구조와 각 파트의 역할을 이해한다,Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,0.1 이 책의 구성과 학습 로드맵,5,5,- 자신의 수준과 목적에 맞는 학습 경로를 선택한다,Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,0.1 이 책의 구성과 학습 로드맵,6,6,"- 교재, 위키, 문제은행의 연계 활용법을 파악한다",Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,0.1 이 책의 구성과 학습 로드맵,8,8,---,Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,1. 책의 구조,10,10,## 1.,Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,1. 책의 구조,10,10,책의 구조,Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,1. 책의 구조,12,12,"이 책은 **5개의 파트**와 **부록**, 그리고 **위키 섹션**으로 구성되어 있습니다.",Fact,No,No,Unclear,No,No,Low,,
part0/ch00-how-to-use.md,전체 구성도,14,14,### 전체 구성도,Fact,No,No,Unclear,No,No,Low,,
